# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_scf            16:(.)p_scf              17:(.)w_scf              18:phi_scf               19:phi'_scf              20:V_scf                 21:V'_scf                22:V''_scf               23:gr.fac. D             24:gr.fac. f          
       1.000000000000e+14       7.558503632224e-26       4.634785000235e-09       2.157545946648e+22       1.267782191267e+04       1.267782191267e-10       1.267782191267e+18       2.675958164815e-09       2.751560535470e+44       2.451390603497e+33       1.339408137477e+34       2.985121549152e-08       1.903443976270e+44       4.655004511898e+44       3.007684526940e+05       0.000000000000e+00       0.000000000000e+00       1.301515442589e-01      -1.394686092169e-03       8.469712236493e+05       8.469712236493e+05       8.469712236493e+05       1.629606870078e-19       2.000000000000e+14 
       9.930486593843e+13       7.664693049753e-26       4.667526809499e-09       2.127654528182e+22       1.267782191267e+04       1.276656666606e-10       1.258969405429e+18       2.694689871968e-09       2.675846458098e+44       2.400623788821e+33       1.311669806183e+34       2.985121549152e-08       1.851067333040e+44       4.526913791294e+44       3.007684526940e+05      -3.007684526940e+05      -1.000000000000e+00       1.343358000000e-01      -2.927606180874e-33       9.023053580820e+05       9.023053580820e+05       9.023053580820e+05       2.273501613580e-07       1.433565615564e+02 
       9.861456399050e+13       7.772374322409e-26       4.700268618762e-09       2.098177236191e+22       1.267782191267e+04       1.285593263273e-10       1.250217880268e+18       2.713552701072e-09       2.602215788102e+44       2.350908324129e+33       1.284505918930e+34       2.985121549152e-08       1.800131926217e+44       4.402347714471e+44       3.007684526940e+05      -3.007684526940e+05      -1.000000000000e+00       1.343358000000e-01      -5.876563343578e-33       9.023053580820e+05       9.023053580820e+05       9.023053580820e+05       4.547003227157e-07       7.167828077820e+01 
       9.792906056653e+13       7.881568409264e-26       4.733010428026e-09       2.069108333218e+22       1.267782191267e+04       1.294592416115e-10       1.241527189938e+18       2.732547569979e-09       2.530611196824e+44       2.302222436600e+33       1.257904579330e+34       2.985121549152e-08       1.750598097619e+44       4.281209294592e+44       3.007684526940e+05      -3.007684526940e+05      -1.000000000000e+00       1.343358000000e-01      -8.847884939019e-33       9.023053580820e+05       9.023053580820e+05       9.023053580820e+05       6.820504840735e-07       4.778552051880e+01 
       9.724832231036e+13       7.992296563846e-26       4.765752237290e-09       2.040442161294e+22       1.267782191267e+04       1.303654563028e-10       1.232896911557e+18       2.751675402969e-09       2.460976933110e+44       2.254544804314e+33       1.231854137361e+34       2.985121549152e-08       1.702427280332e+44       4.163404213587e+44       3.007684526940e+05      -3.007684526940e+05      -1.000000000000e+00       1.343358000000e-01      -1.184259806466e-32       9.023053580820e+05       9.023053580820e+05       9.023053580820e+05       9.094006454312e-07       3.583914038910e+01 
       9.657231609767e+13       8.104580338272e-26       4.800313035958e-09       2.012173140839e+22       1.267782191267e+04       1.312780144969e-10       1.224326625181e+18       2.770937130790e-09       2.393258779894e+44       2.207854546917e+33       1.206343184268e+34       2.985121549152e-08       1.655581968676e+44       4.048840748713e+44       3.007684526940e+05      -3.007684526940e+05      -1.000000000000e+00       1.343358000000e-01      -1.486174386097e-32       9.023053580820e+05       9.023053580820e+05       9.023053580820e+05       1.136750806789e-06       2.867131231128e+01 
       9.590100903443e+13       8.218441587444e-26       4.833054845221e-09       1.984295769572e+22       1.267782191267e+04       1.321969605984e-10       1.215815913784e+18       2.790333690705e-09       2.327404011992e+44       2.162131216471e+33       1.181360547562e+34       2.985121549152e-08       1.610025689010e+44       3.937429701143e+44       3.007684526940e+05      -3.007684526940e+05      -1.000000000000e+00       1.343358000000e-01      -1.790637791473e-32       9.023053580820e+05       9.023053580820e+05       9.023053580820e+05       1.364100968147e-06       2.389276025940e+01 
       9.523436845525e+13       8.333902473306e-26       4.867615643889e-09       1.956804621446e+22       1.267782191267e+04       1.331223393226e-10       1.207364363242e+18       2.809866026540e-09       2.263361355047e+44       2.117354788506e+33       1.156895286131e+34       2.985121549152e-08       1.565722971329e+44       3.829084326512e+44       3.007684526940e+05      -3.007684526940e+05      -1.000000000000e+00       1.343358000000e-01      -2.097757066950e-32       9.023053580820e+05       9.023053580820e+05       9.023053580820e+05       1.591451129504e-06       2.047950879377e+01 
       9.457236192179e+13       8.450985469153e-26       4.900357453153e-09       1.929694345585e+22       1.267782191267e+04       1.340541956979e-10       1.198971562305e+18       2.829535088726e-09       2.201080945604e+44       2.073505653244e+33       1.132936685446e+34       2.985121549152e-08       1.522639321645e+44       3.723720267383e+44       3.007684526940e+05      -3.007684526940e+05      -1.000000000000e+00       1.343358000000e-01      -2.407640784313e-32       9.023053580820e+05       9.023053580820e+05       9.023053580820e+05       1.818801290862e-06       1.791957019455e+01 
       9.391495722125e+13       8.569713364009e-26       4.934918251820e-09       1.902959665248e+22       1.267782191267e+04       1.349925750678e-10       1.190637102587e+18       2.849341834347e-09       2.140514292293e+44       2.030564607016e+33       1.109474252871e+34       2.985121549152e-08       1.480741195137e+44       3.621255487561e+44       3.007684526940e+05      -3.007684526940e+05      -1.000000000000e+00       1.343358000000e-01      -2.720399085290e-32       9.023053580820e+05       9.023053580820e+05       9.023053580820e+05       2.046151452219e-06       1.592850683960e+01 
